0,8.42141e+19
1,2.86043e+18
2,2.42029e+17
3,1.12302e+19
4,4.12157e+19
5,3.48623e+19
6,6.55434e+19
7,9.61306e+19
8,5.10277e+19
9,1.32318e+18
10,2.71367e+19
11,1.10908e+19
12,1.32604e+19
13,2.8813e+18
14,8.23801e+19
15,5.64304e+19
16,4.28752e+18
17,2.06114e+19
18,6.51001e+19
19,3.30432e+18
20,1.66172e+19
21,2.63061e+19
22,6.05013e+19
23,3.19011e+18
24,7.43041e+17
25,8.06702e+19
26,1.4028e+19
27,6.24042e+18
28,1.0562e+18
29,1.05164e+18
30,4.012e+19
31,1.17402e+18
32,1.63321e+19
33,4.01657e+19
34,3.27024e+19
35,2.11249e+19
36,4.52083e+19
37,4.74533e+18
38,3.32102e+19
39,6.52047e+19
40,2.26316e+19
41,2.03108e+19
42,1.07012e+19
43,1.22112e+19
44,2.53251e+19
45,3.15623e+19
46,5.74462e+19
47,2.30512e+19
48,3.05152e+19
49,4.21253e+19
50,4.15213e+19
51,1.13003e+19
52,1.02538e+19
53,1.51004e+19
54,1.33253e+18
55,5.0764e+19
56,4.32401e+17
57,4.84548e+19
58,7.33231e+19
59,6.41022e+19
60,8.60418e+17
61,3.3307e+19
62,6.02336e+19
63,8.1044e+19
64,3.7129e+19
65,2.16163e+18
66,2.21405e+19
67,1.5132e+19
68,3.62805e+19
69,4.36041e+19
70,8.84213e+19
71,6.45824e+19
72,5.70181e+19
73,2.8008e+19
74,5.94627e+19
75,7.30913e+19
76,7.33237e+18
77,8.64043e+19
78,9.31711e+19
79,5.51557e+19
80,5.41222e+18
81,6.13072e+19
82,6.34014e+18
83,7.32622e+19
84,4.72334e+19
85,5.21405e+19
86,5.43751e+17
87,2.08291e+19
88,6.00132e+19
89,3.1847e+18
90,1.55671e+19
91,6.73521e+19
92,6.62303e+19
93,2.71015e+19
94,5.81523e+19
95,4.35835e+19
96,1.06551e+16
97,6.46104e+19
98,8.01222e+19
99,5.00301e+18
100,7.62021e+18
101,4.42416e+19
102,4.60305e+19
103,4.54463e+19
104,4.77355e+19
105,4.10023e+19
106,5.31066e+19
107,2.62078e+19
108,5.32153e+19
109,6.30677e+19
110,1.11355e+19
111,3.31036e+19
112,4.0111e+19
113,5.05219e+18
114,2.43561e+19
115,7.44054e+19
116,2.70673e+17
117,6.4134e+19
118,3.65732e+19
119,2.51151e+19
120,2.05441e+19
121,6.22205e+19
122,2.33007e+19
123,3.512e+19
124,1.00023e+19
125,5.68636e+19
126,6.36208e+17
127,4.10122e+19
128,5.5072e+19
129,5.01738e+19
130,1.13735e+19
131,3.16022e+18
132,1.45333e+19
133,2.90662e+19
134,7.24002e+19
135,3.50184e+18
136,5.4704e+19
137,1.0063e+19
138,1.73601e+19
139,4.15408e+18
140,7.2833e+19
141,2.11102e+19
142,3.40364e+19
143,6.11253e+19
144,3.2106e+19
145,2.40315e+19
146,7.03242e+18
147,1.03115e+18
148,2.20014e+19
149,1.56197e+19
150,4.30342e+19
151,7.44147e+19
152,1.825e+19
153,2.33627e+19
154,7.57329e+19
155,6.64652e+19
156,3.01301e+18
157,5.15103e+19
158,2.31655e+19
159,2.24554e+19
160,5.13135e+19
161,9.54514e+18
162,7.33267e+19
163,3.21034e+19
164,7.50004e+19
165,1.23342e+19
166,5.48334e+19
167,2.01611e+19
168,1.06964e+19
169,3.37411e+18
170,2.50121e+19
171,1.08593e+19
172,4.06216e+19
173,1.00071e+19
174,6.22345e+18
175,3.40227e+19
176,3.10082e+19
177,4.28303e+19
178,2.52241e+19
179,7.84201e+18
180,7.01106e+19
181,2.52485e+19
182,1.72607e+18
183,8.35422e+19
184,7.15174e+17
185,3.70932e+19
186,2.02011e+19
187,5.66202e+19
188,3.15118e+19
189,4.3441e+19
190,4.13034e+19
191,4.53084e+19
192,4.10626e+19
193,5.1019e+19
194,1.12522e+19
195,3.40315e+19
196,1.43415e+19
197,5.33234e+18
198,1.21052e+19
199,4.20465e+19
