0,4.00101e+18
1,2.9165e+18
2,7.84081e+18
3,3.022e+18
4,1.84255e+18
5,2.20512e+18
6,4.54528e+18
7,8.00126e+17
8,4.5883e+18
9,9.1046e+17
10,6.80631e+18
11,1.2702e+18
12,4.55476e+18
13,4.44504e+18
14,6.60355e+18
15,1.01008e+18
16,4.25273e+16
17,1.1003e+16
18,1.64422e+18
19,2.2737e+18
20,3.6239e+18
21,3.81015e+18
22,4.45812e+18
23,2.30141e+18
24,6.11412e+18
25,2.02853e+18
26,2.44142e+18
27,2.2221e+18
28,6.0403e+18
29,4.33437e+18
30,3.36681e+18
31,5.20304e+18
32,8.63272e+18
33,1.49048e+18
34,5.11e+18
35,6.19811e+18
36,8.35233e+17
37,3.30676e+18
38,6.04402e+18
39,1.2445e+18
40,1.02102e+18
41,5.4251e+18
42,1.49023e+18
43,3.31375e+17
44,1.26115e+18
45,4.11084e+18
46,5.92145e+18
47,4.60114e+18
48,1.00121e+18
49,5.0546e+18
50,6.70307e+18
51,1.51041e+18
52,7.03271e+18
53,7.14047e+18
54,2.50401e+17
55,2.22162e+18
56,4.08312e+18
57,2.16432e+18
58,5.11224e+18
59,1.21859e+18
60,3.23821e+18
61,2.40003e+18
62,6.16122e+18
63,6.72025e+18
64,4.04235e+18
65,1.24866e+18
66,6.51901e+18
67,2.02242e+18
68,1.3223e+18
69,4.30562e+17
70,1.71774e+18
71,2.14004e+17
72,7.0207e+18
73,2.6631e+18
74,7.30316e+18
75,5.21126e+17
76,1.40511e+18
77,4.36107e+18
78,2.27003e+17
79,8.44343e+18
80,7.23602e+18
81,1.70323e+18
82,6.15682e+17
83,6.31142e+18
84,3.3574e+18
85,4.0453e+18
86,4.73428e+17
87,1.76127e+18
88,3.05053e+18
89,6.07806e+16
90,3.17004e+18
91,3.30345e+16
92,6.13744e+18
93,2.2204e+17
94,2.33403e+18
95,1.00042e+18
96,3.63114e+18
97,7.00303e+18
98,8.45232e+18
99,7.20241e+17
100,2.46163e+16
101,8.47312e+17
102,9.72361e+18
103,3.01403e+18
104,5.71062e+18
105,2.30092e+16
106,1.45577e+18
107,1.21104e+18
108,2.02652e+17
109,9.45329e+17
110,6.43042e+18
111,3.21312e+18
112,6.40204e+18
113,7.82121e+15
114,1.20023e+18
115,4.83533e+18
116,1.5024e+16
117,4.32384e+17
118,1.23326e+18
119,2.0227e+17
120,6.21587e+18
121,2.33032e+18
122,2.00423e+18
123,1.63561e+18
124,1.63142e+17
125,2.1634e+17
126,2.13206e+18
127,2.11582e+18
128,3.31411e+16
129,3.22104e+18
130,1.4471e+18
131,4.24272e+18
132,1.63331e+18
133,2.17212e+16
134,3.81103e+18
135,8.37211e+18
136,4.13256e+18
137,1.2483e+17
138,2.0204e+18
139,4.042e+16
140,3.16014e+18
141,7.05275e+17
142,1.41318e+18
143,5.26301e+18
144,3.3105e+18
145,1.10301e+18
146,4.05045e+18
147,4.03131e+18
148,4.41324e+18
149,3.63655e+18
150,2.32283e+18
151,4.61733e+18
152,4.06726e+18
153,2.033e+18
154,5.68042e+18
155,4.01333e+18
156,8.02303e+18
157,5.4468e+18
158,5.48224e+16
159,2.27044e+18
160,4.28643e+18
161,2.54059e+18
162,2.50603e+18
163,1.31611e+18
164,2.21106e+18
165,2.06062e+17
166,3.50812e+17
167,9.06041e+18
168,2.631e+18
169,4.18125e+17
170,4.5105e+18
171,4.2154e+18
172,2.37352e+17
173,2.53113e+18
174,1.07132e+18
175,8.08722e+18
176,2.11832e+18
177,1.85034e+18
178,1.3572e+18
179,2.37116e+18
180,1.08573e+18
181,1.43325e+18
182,3.11103e+18
183,1.30352e+17
184,5.48262e+18
185,1.16426e+18
186,8.26681e+18
187,1.24001e+18
188,3.88052e+18
189,3.23303e+18
190,5.16513e+18
191,4.35845e+18
192,6.03555e+17
193,5.13613e+18
194,6.25854e+18
195,1.33246e+18
196,7.32852e+18
197,2.64806e+17
198,1.05344e+18
199,8.55423e+18
200,3.52413e+18
201,8.10385e+17
202,4.53336e+18
203,7.06325e+18
204,4.65552e+18
205,1.27003e+18
206,8.7021e+18
207,4.33612e+18
208,7.31613e+18
209,3.36782e+18
210,5.17433e+18
211,3.20333e+18
212,3.36093e+18
213,3.13434e+18
214,1.45201e+14
215,2.72336e+18
216,5.22282e+18
217,7.22172e+18
218,4.24353e+17
219,3.01134e+18
220,5.3443e+18
221,3.01213e+18
222,1.55662e+18
223,1.02125e+18
224,8.46412e+18
225,2.11301e+16
226,1.22116e+18
227,5.4224e+18
228,5.01573e+18
229,3.1214e+18
230,2.23846e+18
231,6.62013e+18
232,5.81102e+18
233,5.30055e+18
234,5.35542e+18
235,4.15856e+17
236,3.38011e+18
237,6.15125e+17
238,3.34021e+18
239,4.52237e+18
240,5.17362e+18
241,6.32153e+16
242,6.24132e+18
243,1.42943e+18
244,4.04255e+18
245,7.51812e+18
246,7.2611e+18
247,2.30555e+18
248,2.43355e+18
249,3.50387e+18
250,5.12388e+18
251,2.16532e+17
252,2.35053e+18
253,2.70465e+18
254,6.65842e+18
255,5.23564e+18
256,2.40314e+18
257,2.11719e+18
258,5.03064e+17
259,2.34527e+18
260,1.58202e+18
261,2.51033e+18
262,6.02622e+18
263,3.33412e+18
264,2.80053e+17
265,4.15201e+18
266,1.35256e+18
267,2.01703e+18
268,2.32023e+18
269,3.50041e+17
270,5.8321e+18
